id,name,brand,manufacturer,upc,ean,type,currency,price,priceMin,priceMax,orderable,ats,stockLevel,primaryCategoryId,shortDescription,longDescription,pageTitle,pageDescription,pageKeywords,variationAttributes,variantCount,imageCount,primaryImage,slug
25592295M,3/4 Sleeve Button Down Shirt,,,,,master,USD,79,,,true,400,400,womens-clothing-tops,What a great casual shirt. You will love the way this looks! Pair with a Commerce Cloud Store pant for a great look!,What a great casual shirt. You will love the way this looks! Pair with a Commerce Cloud Store pant for a great look!,3/4 Sleeve Button Down Shirt,What a great casual shirt. You will love the way this looks! Pair with a Commerce Cloud Store pant for a great look!,,color=White; size=S|M|L|XL,4,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dwac072334/images/large/PG.10217329.JJI15XX.PZ.jpg,
25592365M,Beaded Cardigan,,,,,master,USD,109,,,true,400,400,womens-clothing-tops,Our newest beaded cardigan is a terrific layering piece for skirts or slacks. It is a great style to wear for day thru evening.,Our newest beaded cardigan is a terrific layering piece for skirts or slacks. It is a great style to wear for day thru evening.,Beaded Cardigan,Our newest beaded cardigan is a terrific layering piece for skirts or slacks. It is a great style to wear for day thru evening.,,color=Dark Stone; size=S|M|L|XL,4,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw092f819f/images/large/PG.10239754.JJ6BZXX.PZ.jpg,
25565355M,Crew Neck Tee,,,,,master,USD,39,,,true,500,500,womens-clothing-tops,We are in love with this tee. It is perfect with jeans or shorts for a fresh look.,We are in love with this tee. It is perfect with jeans or shorts for a fresh look.,Crew Neck Tee,We are in love with this tee.  It is perfect with jeans or shorts for a fresh look.,,color=Multi; size=XS|S|M|L|XL,5,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw748c6f17/images/large/PG.10237406.JJZ01XX.PZ.jpg,
25589371M,Cable Knit Shell,,,,,master,USD,69,,,true,800,800,womens-clothing-tops,We've updated our classic shell with a cable pattern. Grab a few for perfect outfit completers.,We've updated our classic shell with a cable pattern. Grab a few for perfect outfit completers.,Cable Knit Shell,We've updated our classic shell with a cable pattern. Grab a few for perfect outfit completers.,,color=Black|Ivory; size=S|M|L|XL,8,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw29018eef/images/large/PG.10236698.JJ3WCXX.PZ.jpg,
25565935M,Short Sleeve Shell,,,,,master,USD,30,,,true,1500,1500,womens-clothing-tops,We took this classic shell and updated it with this season's favorite colors.,We took this classic shell and updated it with this season's favorite colors.,Short Sleeve Shell,We took this classic shell and updated it with this season's favorite colors.,,color=Black & White|seagrass & white|riviera blue & white; size=XS|S|M|L|XL,15,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dwac94de68/images/large/PG.10237346.JJ0DCXX.PZ.jpg,
25592360M,Crew Neck Cardigan,,,,,master,USD,129,,,true,400,400,womens-clothing-tops,Perfect for layering and always in style. Adorable crew neck classic 3/4 short sleeve cardigan.,Perfect for layering and always in style. Adorable crew neck classic 3/4 short sleeve cardigan.,Crew Neck Cardigan,Perfect for layering and always in style. Adorable crew neck classic 3/4 short sleeve cardigan.,,color=White; size=S|M|L|XL,4,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw8511a705/images/large/PG.10239702.JJI15XX.PZ.jpg,
25642441M,3/4 Sleeve Cardigan,,,,,master,USD,89,,,true,100,100,womens-clothing-tops,Button up in this adorable lightweight cardigan with button front closure and lined detail. Add a denim jean for a fun weekend look.,Button up in this adorable lightweight cardigan with button front closure and lined detail. Add a denim jean for a fun weekend look.,3/4 Sleeve Cardigan,Button up in this adorable lightweight cardigan with button front closure and lined detail.  Add a denim jean for a fun weekend look.,,color=New Dill; size=M,1,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dwd5ff389f/images/large/PG.10242184.JJGC2XX.PZ.jpg,
25593363M,Classic Shell,,,,,master,USD,42,,,true,400,400,womens-clothing-tops,Our best selling shell has been updated with a new color for the season. Pair it with its matching cardigan and you are ready for the boardroom.,Our best selling shell has been updated with a new color for the season. Pair it with its matching cardigan and you are ready for the boardroom.,Classic Shell,Our best selling shell has been updated with a new color for the season.  Pair it with its matching cardigan and you are ready for the boardroom.,,color=Cameo; size=S|M|L|XL,4,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw05d5f860/images/large/PG.10236574.JJ588XX.PZ.jpg,
25448068M,Light Hematite Dangle Earrings,,,,,master,USD,24,,,true,40,40,womens-jewelry-earrings,Brighten your day with this beautiful light hermatite dangle earrings. Pair with its matching earring and enjoy them all year round. Each piece of jewelry will be shipped with a beautiful Commerce Cloud Store velvet gift pouch.,Brighten your day with this beautiful light hermatite dangle earrings. Pair with its matching earring and enjoy them all year round. Each piece of jewelry will be shipped with a beautiful Commerce Cloud Store velvet gift pouch.,Light Hematite Dangle Earrings,Brighten your day with this beautiful light hermatite dangle earrings. Pair with its matching earring and enjoy them all year round. Each piece of jewelry will be shipped with a beautiful Commerce Cloud Store velvet gift pouch.,,color=Hematite,1,3,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw1bbd561e/images/large/PG.53054310VC.HEMATML.PZ.jpg,
25695189M,Pink Quartz Hoop Earring,,,,,master,USD,32,,,true,98,98,womens-jewelry-earrings,The perfect accessory starts with an amazing earring and ends with a complete look. Each piece of jewelry will be shipped with a beautiful Commerce Cloud Store velvet gift pouch.,The perfect accessory starts with an amazing earring and ends with a complete look. Each piece of jewelry will be shipped with a beautiful Commerce Cloud Store velvet gift pouch.,Pink Quartz Hoop Earring,The perfect accessory starts with an amazing earring and ends with a complete look. Each piece of jewelry will be shipped with a beautiful Commerce Cloud Store velvet gift pouch.,,color=Gold,1,3,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dwbf04a9c6/images/large/PG.60119213.JJ887XX.PZ.jpg,
25720898M,Tank With Applique and Sequins,,,,,master,USD,59,,,true,400,400,womens-clothing-tops,Add shimmer to summer with this fabulous sequin top.,Add shimmer to summer with this fabulous sequin top.,Tank With Applique and Sequins,Add shimmer to summer with this fabulous sequin top.  ,,color=Blue Stone Combo; size=S|M|L|XL,4,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw6e2f0172/images/large/PG.10258630.JJ931XX.PZ.jpg,
25593111M,V-Neck Jacket,,,,,master,USD,209,,,true,500,500,womens-clothing-jackets,Dress up any outfit with this v-neck jacket. Perfect for any occasion.,Dress up any outfit with this v-neck jacket. Perfect for any occasion.,V-Neck Jacket,Dress up any outfit with this v-neck jacket. Perfect for any occasion.,,color=Stone; size=6|8|12|14|16,5,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dwdb6a77e7/images/large/PG.10249983.JJT02XX.PZ.jpg,
25553369M,2 Button Pocket Jacket,,,,,master,USD,199,,,true,900,900,womens-clothing-jackets,A classic long sleeve jacket looks new again. Add the matching pant for a perfect look from nine-to-five and beyond.,A classic long sleeve jacket looks new again. Add the matching pant for a perfect look from nine-to-five and beyond.,2 Button Pocket Jacket,A classic long sleeve jacket looks new again. Add the matching pant for a perfect look from nine-to-five and beyond.,,color=midnight navy|Chino; size=4|6|8|10|14|16,9,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw23c38b66/images/large/PG.10239554.JJ0VWXX.PZ.jpg,
25599638M,Pink and Brown Slip On,,,,,master,USD,68,,,true,95,95,womens-jewelry-necklaces,"Pink, brown and a bit of worn gold in this simply slip on elegant necklace. Each piece of jewelry will be shipped with a beautiful Commerce Cloud Store velvet gift pouch.","Pink, brown and a bit of worn gold in this simply slip on elegant necklace. Each piece of jewelry will be shipped with a beautiful Commerce Cloud Store velvet gift pouch.",Pink and Brown Slip On,"Pink, brown and a bit of worn gold in this simply slip on elegant necklace. Each piece of jewelry will be shipped with a beautiful Commerce Cloud Store velvet gift pouch.",,color=Gold,1,3,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw05dcfa97/images/large/PG.60108555.JJ887XX.PZ.jpg,
25720076M,Pink and Gold Necklace,,,,,master,USD,36,,,true,83,83,womens-jewelry-necklaces,"Commerce Cloud creates timeless classic jewelry that can be worn day or night. This amazing beaded necklace with wrapped design and toggle closure, is a sure way to update your wardrobe. Each piece of jewelry will be shipped with a beautiful Commerce Cloud Store velvet gift pouch.","Commerce Cloud creates timeless classic jewelry that can be worn day or night. This amazing beaded necklace with wrapped design and toggle closure, is a sure way to update your wardrobe. Each piece of jewelry will be shipped with a beautiful Commerce Cloud Store velvet gift pouch.",Pink and Gold Necklace,"Commerce Cloud creates timeless classic jewelry that can be worn day or night. This amazing beaded necklace with wrapped design and toggle closure, is a sure way to update your wardrobe. Each piece of jewelry will be shipped with a beautiful Commerce Cloud Store velvet gift pouch.",,color=Pink,1,3,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw91009413/images/large/PG.60119291.JJD99XX.PZ.jpg,
25592827M,2 Pocket Trim Jacket,,,,,master,USD,219,,,true,700,700,womens-clothing-jackets,The simplicity and elegance of this jacket will amaze you. Its soft hand and classic shape make it just right for you.,The simplicity and elegance of this jacket will amaze you. Its soft hand and classic shape make it just right for you.,2 Pocket Trim Jacket,The simplicity and elegance of this jacket will amaze you.  Its soft hand and classic shape make it just right for you.,,color=Keylime Multi; size=4|6|8|10|12|14|16,7,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dwa153f9da/images/large/PG.10226353.JJG32A0.PZ.jpg,
25695191M,Pink Quartz Necklace,,,,,"master,option",USD,40,,,true,98,98,womens-jewelry-necklaces,"Commerce Cloud creates timeless classic jewelry that can be worn day or night. This amazing beaded necklace with wrapped design and toggle closure, is a sure way to update your wardrobe. Each piece of jewelry will be shipped with a beautiful Commerce Cloud Store velvet gift pouch.","Commerce Cloud creates timeless classic jewelry that can be worn day or night. This amazing beaded necklace with wrapped design and toggle closure, is a sure way to update your wardrobe. Each piece of jewelry will be shipped with a beautiful Commerce Cloud Store velvet gift pouch.",Pink Quartz Necklace,"Commerce Cloud creates timeless classic jewelry that can be worn day or night. This amazing beaded necklace with wrapped design and toggle closure, is a sure way to update your wardrobe. Each piece of jewelry will be shipped with a beautiful Commerce Cloud Store velvet gift pouch.",,color=Gold,1,3,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw9a7422b0/images/large/PG.60119216.JJ887XX.PZ.jpg,
25720022M,Worn Gold Cuff Bracelet,,,,,master,USD,38,,,true,93,93,womens-jewelry-bracelets,An Instant in glam; pair with matching earring for a perfect look! Each piece of jewelry will be shipped with a beautiful Commerce Cloud Store velvet gift pouch.,An Instant in glam; pair with matching earring for a perfect look! Each piece of jewelry will be shipped with a beautiful Commerce Cloud Store velvet gift pouch.,Worn Gold Cuff Bracelet,An Instant in glam; pair with matching earring for a perfect look! Each piece of jewelry will be shipped with a beautiful Commerce Cloud Store velvet gift pouch.,,color=Gold,1,3,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dwcfbd9f4c/images/large/PG.60119208.JJ887XX.PZ.jpg,
25419639M,Long Sleeve Turtleneck Top,,,,,master,USD,14.99,,,true,687,687,womens-clothing-tops,During chilly days it's great to have this long sleeve basic cotton turtleneck. Long sleeve basic cotton turtle neck.,During chilly days it's great to have this long sleeve basic cotton turtleneck. Long sleeve basic cotton turtle neck.,Long Sleeve Turtleneck Top,During chilly days it's great to have this long sleeve basic cotton turtleneck. Long sleeve basic cotton turtle neck.,,color=Panama Khaki|Plum Wine|Rose Garden; size=XS|S|M|L|XL,8,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw4e4c4b42/images/large/PG.10211613.JJ1RYXX.PZ.jpg,
25502692M,3/4 Sleeve Solid Drape Neck Sweater,,,,,master,USD,46.99,,,true,400,400,womens-clothing-tops,"This drape neck top is a fresh take on formal,and an elevated spin on everyday.","This drape neck top is a fresh take on formal,and an elevated spin on everyday.",3/4 Sleeve Solid Drape Neck Sweater,"This drape neck top is a fresh take on formal,and an elevated spin on everyday.",,color=Carnation; size=S|M|L|XL,4,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dwe48420ab/images/large/PG.10214743.JJAY2XX.PZ.jpg,
25518484M,Striped Shirt,,,,,master,USD,40.99,,,true,394,394,womens-clothing-tops,We took this classic silhouette and updated this shirt with a mitered stripe for a slimming look.,We took this classic silhouette and updated this shirt with a mitered stripe for a slimming look.,Striped Shirt,We took this classic silhouette and updated this shirt with a mitered stripe for a slimming look.,,color=Royal Multi; size=S|M|L|XL,4,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw5626a4d1/images/large/PG.10213135.JJ9VSA5.PZ.jpg,
